name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,12/31/2008
EndCashPosition,"47,200,000","45,800,000","52,400,000","41,000,000","39,200,000","44,400,000","62,500,000","122,900,000","111,900,000","204,700,000","59,800,000","22,900,000","23,900,000","23,100,000","24,300,000","31,700,000","28,700,000","68,800,000","77,400,000","73,600,000","76,900,000","72,100,000","80,700,000","73,200,000","74,500,000","70,500,000","63,200,000","48,300,000","66,000,000","70,800,000","60,000,000","80,500,000","82,900,000","97,400,000","74,400,000","81,100,000","76,100,000","74,300,000","71,200,000","54,400,000","33,900,000","42,300,000","61,700,000","38,500,000","46,800,000","41,900,000","62,600,000","51,000,000","86,600,000","121,600,000","115,000,000","43,300,000","130,400,000"
	ChangesInCash,"2,800,000","-6,400,000","12,200,000","2,300,000","-5,300,000","-17,700,000","-63,900,000","11,600,000","-91,200,000","145,300,000","37,000,000","-900,000","2,200,000","-2,600,000","-5,100,000","2,800,000","-38,800,000","-8,800,000","3,700,000","-5,700,000","3,900,000","-9,100,000","8,800,000","-1,000,000","4,200,000","4,600,000","17,500,000","-16,500,000","-5,400,000","13,300,000","-17,500,000","1,300,000","-17,400,000","26,800,000","-4,600,000","3,600,000","4,600,000","4,400,000","16,700,000","18,600,000","-6,700,000","-20,800,000","22,700,000","-8,400,000","4,200,000","-21,100,000","9,100,000","-38,200,000","-33,000,000","4,100,000","69,400,000","-21,100,000","48,400,000"
	EffectOfExchangeRateChanges,"-1,400,000","-200,000","-800,000","-500,000","100,000","-400,000","3,500,000","-600,000","-1,600,000","-400,000","-100,000","-100,000","-1,400,000","1,400,000","-2,300,000","200,000","-1,300,000","-900,000","100,000","2,400,000","900,000","500,000","-1,300,000","-300,000","-200,000","2,700,000","-2,600,000","-1,200,000","600,000","-2,500,000","-3,000,000","-3,700,000","2,900,000","-3,800,000","-2,100,000","1,400,000","-2,800,000","-1,300,000","100,000","1,900,000","-1,700,000","1,400,000","500,000","100,000","700,000","400,000","2,500,000","2,600,000","-2,000,000","2,500,000","2,300,000","4,800,000","-6,100,000"
	BeginningCashPosition,"44,400,000","52,400,000","41,000,000","39,200,000","44,400,000","62,500,000","122,900,000","111,900,000","204,700,000","59,800,000","22,900,000","23,900,000","23,100,000","24,300,000","31,700,000","28,700,000","68,800,000","78,500,000","73,600,000","76,900,000","72,100,000","80,700,000","73,200,000","74,500,000","70,500,000","63,200,000","48,300,000","66,000,000","70,800,000","60,000,000","80,500,000","82,900,000","97,400,000","74,400,000","81,100,000","76,100,000","74,300,000","71,200,000","54,400,000","33,900,000","42,300,000","61,700,000","38,500,000","46,800,000","41,900,000","62,600,000","51,000,000","86,600,000","121,600,000","115,000,000","43,300,000","59,600,000","88,100,000"
IncomeTaxPaidSupplementalData,"99,600,000","31,700,000","27,500,000","37,700,000","2,700,000","2,300,000",,,"300,000","1,900,000",,,"1,000,000","3,200,000","600,000","600,000","300,000","600,000","200,000","200,000","600,000","700,000","400,000","200,000","800,000","400,000","600,000","600,000","1,100,000","900,000","800,000","-300,000","700,000","400,000","400,000","-100,000","0","900,000","600,000","-2,400,000","3,800,000","3,200,000","2,500,000","100,000","-800,000","1,300,000","46,700,000","-3,800,000","1,300,000","2,600,000","11,600,000","-8,000,000","900,000"
InterestPaidSupplementalData,"44,400,000","16,100,000","3,200,000","21,700,000","3,400,000","22,800,000","4,200,000","18,000,000","33,300,000","6,500,000","37,200,000","4,700,000","40,100,000","6,300,000","42,800,000","6,100,000","40,000,000","3,900,000","40,300,000","3,500,000","38,800,000","2,300,000","39,400,000","2,600,000","43,100,000","3,500,000","37,300,000","3,300,000","40,700,000","5,200,000","41,800,000","7,600,000","47,400,000","3,500,000","46,900,000","3,300,000","48,500,000","4,600,000","24,000,000","7,800,000","28,700,000","7,100,000","28,600,000","7,900,000","29,800,000","5,200,000",,,,"4,500,000","27,900,000",,"39,000,000"
CapitalExpenditure,"-71,600,000","-18,800,000","-34,300,000","-11,700,000","-6,800,000","-6,500,000","-8,100,000","-6,100,000","-4,900,000","-6,900,000","-13,300,000","-9,100,000","-12,100,000","-11,300,000","-8,700,000","-8,300,000","-13,800,000","-7,600,000","-9,300,000","-5,600,000","-6,200,000","-4,000,000","-3,300,000","-6,400,000","-7,900,000","-5,400,000","0","-9,600,000","-7,000,000","-5,700,000","-7,900,000","-5,500,000","-4,800,000","-3,400,000","-3,700,000","-6,000,000","-6,500,000","-4,000,000","-8,800,000","-6,100,000","-11,400,000","-14,500,000","-16,700,000","-11,200,000","-12,700,000","-6,400,000","-7,100,000","-4,900,000","-9,700,000","-5,300,000","-6,000,000","-3,800,000","-9,800,000"
IssuanceOfCapitalStock,,,,,,,,,,,,,,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,
IssuanceOfDebt,"68,800,000","33,600,000","-33,500,000","57,700,000","11,000,000","10,600,000","0","500,000,000","-168,200,000","168,200,000","100,000","0","-4,200,000","12,500,000","0","0","4,500,000","0","2,500,000","0","12,700,000","9,700,000","0","0",,,,,,,"-54,300,000",,"22,500,000","25,000,000","-7,700,000","1,600,000","-13,800,000","19,900,000","869,400,000","33,400,000","12,600,000","-15,400,000","-40,400,000","-63,800,000","162,300,000","27,400,000","188,700,000","229,900,000","-43,300,000","237,500,000","-1,800,000","1,800,000","411,800,000"
RepaymentOfDebt,"-270,000,000","-97,400,000","-11,100,000","-18,800,000","-142,700,000","-2,900,000","34,600,000","-638,200,000","24,600,000","-88,800,000","-168,800,000","-3,800,000","-3,500,000","-14,800,000","-55,500,000","-4,600,000","-2,800,000","-3,200,000","-2,500,000","-6,900,000","-2,200,000","-3,000,000","-51,200,000","-1,300,000","-673,400,000","-18,200,000","-900,000","-14,600,000","-15,800,000","-30,700,000","-300,000","-70,900,000","-20,500,000","-20,000,000","50,200,000","-28,800,000","4,300,000","-41,100,000","-894,200,000","-87,600,000","15,600,000","-24,100,000","-4,100,000","-7,700,000","0","0","0","-180,000,000","0","-10,600,000","103,900,000","-359,000,000","-648,500,000"
RepurchaseOfCapitalStock,"-2,300,000","-500,000","-900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FreeCashFlow,"93,200,000","63,700,000","72,500,000","-32,400,000","-10,600,000","-53,800,000","-26,900,000","114,500,000","98,400,000","65,900,000","49,300,000","73,400,000","54,400,000","-29,800,000","111,100,000","-52,800,000","-63,400,000","24,100,000","81,900,000","-17,800,000","-54,800,000","-36,500,000","45,000,000","-31,900,000","-52,300,000","41,600,000","66,500,000","20,100,000","54,300,000","95,900,000","-46,500,000","-49,700,000","-20,400,000","21,700,000","-43,600,000","30,600,000","15,200,000","25,700,000","91,600,000","78,400,000","-43,100,000","18,800,000","139,200,000","62,800,000","-84,300,000","-110,200,000","-29,000,000","-16,800,000","-122,700,000","-57,200,000","-23,700,000","-55,300,000","276,200,000"
