name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
	EarningsFromEquityInterest,"3,900,000","900,000","1,100,000","900,000","1,000,000","1,000,000","1,000,000","1,000,000","700,000","800,000","1,200,000","1,200,000","1,800,000","2,500,000","2,300,000","2,100,000","2,000,000","2,300,000","1,800,000","2,100,000","2,000,000","2,100,000","2,500,000","2,500,000","2,400,000","2,400,000","2,400,000","2,400,000","2,300,000","1,600,000","1,900,000","1,900,000","2,600,000","4,300,000","3,000,000","2,000,000","3,300,000","2,900,000","3,000,000","3,300,000","3,100,000","3,300,000","3,200,000","3,100,000","3,200,000","2,500,000","2,600,000","2,300,000","2,600,000","2,600,000","1,800,000","3,000,000",,"2,500,000","2,800,000","2,700,000","2,700,000","2,400,000","2,900,000","2,300,000","2,400,000","2,700,000","4,459,000","6,677,000","5,618,000","4,545,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-1,300,000","-300,000","0","0","-1,000,000","0","-2,300,000","0","0","-2,800,000","-5,400,000","0","-2,300,000",,"-52,000,000","0",,,"0","-300,000","-10,400,000","0","0","-2,600,000","-2,400,000","-2,400,000","-1,900,000","0","-18,800,000","-9,200,000","-12,300,000","0","800,000",,"-2,200,000","21,300,000","2,000,000",,"-3,600,000","3,200,000","-200,000","100,000","-283,200,000","-15,300,000","-25,400,000","400,000","-11,900,000","600,000","1,300,000","-3,300,000","-9,600,000","-3,400,000","-1,500,000","-3,400,000","117,500,000","-27,000,000","33,300,000","600,000","-63,500,000","-19,100,000","8,700,000","12,700,000","-29,043,000","73,000","8,274,000","-407,704,000","-382,160,000","-4,670,000","-1,250,000","-9,294,000",,,,,,,,,,,,,,,"2,500,000","2,600,000",,"-127,400,000","2,900,000","1,600,000",,"1,400,000","1,300,000","-14,900,000",,"-4,500,000","-11,300,000","-39,900,000",,"1,800,000","-28,000,000","1,100,000",,"1,600,000","700,000","700,000","-48,900,000","800,000","800,000","800,000","-2,700,000","900,000","1,400,000","1,200,000","1,700,000","1,700,000","1,300,000","900,000",,,,,,,,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,637,000","169,804,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,000,000","4,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,"300,000","0",,"1,000,000",,"2,300,000",,,"2,800,000","5,400,000",,"2,300,000",,"52,000,000",,,,"0","300,000","10,400,000",,"0","2,600,000","2,400,000","2,400,000","1,900,000",,"18,800,000","9,200,000","12,300,000",,"-800,000",,"2,200,000","-21,300,000","-2,000,000",,,,,,,,,,"21,000,000",,,,"13,600,000","-600,000","1,500,000",,,,,,,,,,,,,"359,067,000","212,356,000","4,670,000","1,250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"7,300,000","-3,600,000","5,900,000","400,000","4,600,000","1,400,000","4,200,000","2,500,000","5,800,000","-1,900,000","3,600,000","21,000,000","2,200,000","3,700,000","-700,000","1,700,000","1,300,000","-100,000","1,200,000","1,000,000","900,000","1,000,000","800,000","800,000","700,000","600,000","1,300,000","700,000","3,000,000","500,000","1,100,000","200,000","28,200,000","1,700,000","1,300,000","600,000","1,900,000","700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"631,200,000","141,300,000","147,200,000","160,900,000","181,800,000","167,300,000","149,700,000","127,000,000","60,000,000","135,900,000","117,500,000","153,800,000","134,500,000","156,500,000","75,600,000","139,600,000","142,300,000","135,700,000","135,900,000","128,300,000","107,800,000","124,400,000","121,500,000","120,300,000","123,700,000","116,500,000","108,600,000","103,400,000","94,000,000","89,600,000","74,100,000","87,800,000","130,600,000","94,400,000","94,600,000","108,400,000","92,400,000","99,800,000","81,900,000","88,500,000","83,300,000","86,300,000","82,700,000","51,700,000","41,900,000","71,500,000","50,000,000","41,800,000","55,200,000","56,100,000","35,600,000","28,500,000","1,900,000","57,500,000","124,500,000","-13,100,000","47,900,000","4,000,000","-58,900,000","-31,100,000","-9,200,000","-25,900,000","-55,830,000","-68,271,000","-28,941,000","-404,360,000","-72,674,000","10,533,000","-45,924,000","-229,504,000","-696,962,000","117,354,000","133,619,000","203,851,000","134,385,000","152,912,000","-3,025,000","149,462,000","150,823,000","139,188,000","135,655,000","133,685,000","-133,085,000","-7,100,000","188,400,000","181,700,000","-174,327,000","69,600,000","192,500,000","179,600,000","224,534,000","138,800,000","131,400,000","107,000,000","154,493,000","98,600,000","96,300,000","61,200,000","70,222,000","43,700,000","-3,500,000","30,900,000","22,563,000","22,900,000","21,800,000","19,800,000","-32,800,000","15,100,000","14,600,000","13,900,000","13,900,000","11,900,000","12,000,000","7,200,000","10,300,000","8,800,000","8,100,000","6,600,000","6,300,000","5,000,000","4,700,000","4,100,000",,,,,,,,,,,,,,,,,,
TaxProvision,"136,300,000","31,200,000","31,500,000","34,100,000","39,500,000","34,500,000","38,000,000","26,900,000","11,800,000","27,100,000","27,300,000","34,300,000","23,500,000","30,800,000","29,400,000","30,200,000","29,300,000","30,000,000","49,200,000","43,100,000","28,600,000","39,700,000","39,700,000","42,100,000","42,400,000","39,700,000","43,500,000","35,900,000","32,200,000","30,300,000","19,300,000","22,100,000","36,500,000","32,800,000","30,500,000","35,200,000","-86,500,000","33,500,000","24,500,000","28,100,000","26,900,000","29,100,000","15,200,000","18,100,000","11,200,000","-5,600,000","-737,000,000","-700,000","-2,200,000","2,500,000","-2,400,000","-1,700,000","-300,000","1,200,000","-48,400,000","-22,500,000","700,000","100,000","-34,200,000","-281,100,000","-10,300,000","3,300,000","9,643,000","4,582,000","9,086,000","17,933,000","10,583,000","10,339,000","9,540,000","10,878,000","-203,077,000","33,919,000","45,782,000","68,167,000","46,274,000","51,659,000","7,636,000","49,170,000","50,199,000","46,380,000","42,577,000","42,651,000","-76,471,000","-2,800,000","74,400,000","71,800,000","-66,053,000","63,900,000","75,300,000","70,200,000","60,853,000","52,900,000","50,100,000","42,400,000","42,738,000","37,600,000","36,700,000","23,300,000","20,591,000","16,600,000","-1,400,000","11,800,000","9,135,000","8,400,000","8,500,000","7,700,000","-11,500,000","5,500,000","5,000,000","5,100,000","4,900,000","3,700,000","4,200,000","2,500,000","3,400,000","2,800,000","2,900,000","2,400,000","2,200,000","1,700,000","1,800,000","1,500,000",,,,,,,,,,,,,,,,,,
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"390,700,000","87,100,000","89,800,000","100,000,000","112,800,000","106,800,000","85,700,000","77,400,000","33,500,000","86,700,000","67,400,000","97,200,000","91,200,000","101,900,000","28,100,000","88,300,000","91,500,000","83,500,000","60,400,000","65,700,000","62,800,000","66,600,000","65,100,000","61,500,000","62,400,000","57,800,000","47,000,000","50,700,000","42,900,000","40,600,000","42,600,000","48,000,000","80,400,000","45,100,000","-26,500,000","52,500,000","159,400,000","45,600,000","41,200,000","41,400,000","40,400,000","37,300,000","43,500,000","50,500,000","15,400,000","73,300,000","772,700,000","25,300,000","40,800,000","34,200,000","32,100,000","10,300,000","-12,000,000","38,400,000","175,400,000","100,000","37,600,000","19,800,000","-52,300,000","281,100,000","468,300,000","-56,600,000","-77,738,000","-82,644,000","-42,436,000","-435,138,000","-113,836,000","-11,541,000","-62,413,000","-258,204,000","-405,798,000","53,614,000","57,506,000","107,749,000","67,898,000","79,126,000","-19,947,000","75,311,000","76,886,000","71,037,000","65,213,000","65,326,000","-143,083,000","-4,300,000","114,000,000","109,900,000","-185,742,000","5,700,000","117,200,000","109,400,000","98,808,000","85,900,000","81,300,000","64,600,000","62,318,000","61,000,000","59,600,000","37,900,000","34,049,000","27,100,000","-2,100,000","19,100,000","13,225,000","14,500,000","13,300,000","12,100,000","-21,300,000","9,600,000","9,600,000","8,800,000","9,000,000","8,200,000","7,800,000","4,700,000","6,900,000","6,000,000","5,200,000","4,200,000","4,100,000","3,300,000","2,900,000","2,600,000","2,500,000","2,100,000","1,900,000","1,600,000","2,000,000","1,500,000","1,300,000","900,000","1,200,000","1,200,000","800,000","500,000","300,000","300,000","-100,000",,"-400,000","-400,000"
	NetIncome,"392,400,000","87,500,000","91,600,000","100,000,000","113,300,000","107,300,000","86,000,000","77,700,000","33,500,000","87,000,000","67,600,000","97,600,000","91,200,000","102,300,000","28,100,000","88,600,000","91,800,000","83,800,000","60,600,000","65,900,000","63,000,000","66,800,000","65,300,000","61,700,000","62,600,000","58,000,000","47,000,000","50,700,000","42,900,000","42,500,000","42,100,000","50,100,000","83,100,000","46,700,000","48,900,000","58,200,000","165,200,000","51,300,000","47,000,000","47,100,000","46,700,000","44,200,000","50,000,000","57,000,000","21,900,000","79,800,000","779,200,000","31,800,000","47,300,000","40,700,000","38,600,000","16,800,000","-5,500,000","44,900,000","181,900,000","6,600,000","44,100,000","19,800,000","-45,800,000","287,600,000","468,300,000","-56,600,000","-71,282,000","-76,144,000","-42,436,000","-435,138,000","-113,836,000","-11,541,000","-62,413,000","-258,204,000","-405,798,000","53,614,000","57,506,000","107,749,000","67,898,000","79,126,000","-19,947,000","75,311,000","76,886,000","71,037,000","65,213,000","65,326,000","-143,083,000","-4,300,000","114,000,000","109,900,000","-185,742,000","5,700,000","117,200,000","109,400,000","98,808,000","85,900,000","81,300,000","64,600,000","62,318,000","61,000,000","59,600,000","37,900,000","34,049,000","27,100,000","-2,100,000","19,100,000","13,225,000","14,500,000","13,300,000","12,100,000","-21,300,000","9,600,000","9,600,000","8,800,000","9,000,000","8,200,000","7,800,000","4,700,000","6,900,000","6,000,000","5,200,000","4,200,000","4,100,000","3,300,000","2,900,000","2,600,000","2,500,000","2,100,000","1,900,000","1,600,000","2,000,000","1,500,000","1,300,000","900,000","1,200,000","1,200,000","800,000","500,000","300,000","300,000","-100,000",,"-400,000","-400,000"
		NetIncomeIncludingNoncontrollingInterests,"494,500,000","110,100,000","115,700,000","126,700,000","142,000,000","132,800,000","111,700,000","100,100,000","48,300,000","108,700,000","90,200,000","119,500,000","110,900,000","125,200,000","47,700,000","109,300,000","113,200,000","105,200,000","86,500,000","85,100,000","79,400,000","84,400,000","82,100,000","78,100,000","81,200,000","76,700,000","65,800,000","67,800,000","60,200,000","59,000,000","57,500,000","64,800,000","97,900,000","61,500,000","64,200,000","72,300,000","179,000,000","65,900,000","59,300,000","59,900,000","59,900,000","56,800,000","62,500,000","68,300,000","32,300,000","91,500,000","789,900,000","41,900,000","57,500,000","50,500,000","46,900,000","24,800,000","3,600,000","53,500,000","190,000,000","12,500,000","52,300,000","27,400,000","-37,600,000","294,800,000","476,100,000","-47,800,000","-57,349,000","-55,020,000","-21,359,000","-399,015,000","61,787,000","-33,263,000","-86,979,000","-290,719,000","-612,252,000","83,435,000","87,837,000","135,684,000","88,111,000","101,253,000","4,611,000","100,292,000","100,624,000","92,808,000","93,078,000","91,034,000","19,086,000","-31,300,000","90,000,000","85,100,000","-54,674,000","-12,500,000","100,100,000","91,100,000","213,181,000","69,100,000","64,500,000","48,700,000","149,755,000","47,700,000","46,200,000","26,500,000","58,031,000","22,600,000","-4,100,000","19,000,000","13,428,000","14,400,000","13,200,000","12,000,000","-21,400,000","9,600,000","9,600,000","8,900,000","8,900,000","8,100,000","7,000,000","4,300,000","6,300,000","5,600,000","4,700,000","4,100,000","4,000,000","3,100,000","2,500,000","2,700,000","2,000,000","2,100,000","1,900,000","1,600,000","2,000,000","1,500,000","1,300,000","900,000","1,200,000","1,200,000","800,000","500,000","300,000","300,000","-100,000",,"-400,000","-400,000"
			NetIncomeContinuousOperations,"494,900,000","110,100,000","115,700,000","126,800,000","142,300,000","132,800,000","111,700,000","100,100,000","48,200,000","108,800,000","90,200,000","119,500,000","111,000,000","125,700,000","46,200,000","109,400,000","113,000,000","105,700,000","86,700,000","85,200,000","79,200,000","84,700,000","81,800,000","78,200,000","81,300,000","76,800,000","65,100,000","67,500,000","61,800,000","59,300,000","54,800,000","65,700,000","94,100,000","61,600,000","64,100,000","73,200,000","178,900,000","66,300,000","57,400,000","60,400,000","56,400,000","57,200,000","67,500,000","33,600,000","30,700,000","77,100,000","787,000,000","42,500,000","57,400,000","53,600,000","38,000,000","30,200,000","2,200,000","56,300,000","172,900,000","9,400,000","47,200,000","3,900,000","-24,700,000","250,000,000","1,100,000","-29,200,000","-65,473,000","-72,853,000","-38,027,000","-422,293,000","-83,257,000","194,000","-55,464,000","-240,382,000","-405,798,000","53,614,000","57,506,000","135,684,000","88,111,000","101,253,000","4,611,000","100,292,000","100,624,000","92,808,000","93,078,000","91,034,000","-56,614,000","-4,300,000","114,000,000","109,900,000","-108,274,000","5,700,000","117,200,000","109,400,000","98,808,000","85,900,000","81,300,000","64,600,000","111,755,000","61,000,000","59,600,000","37,900,000","49,631,000","27,100,000","-2,100,000","19,100,000","13,428,000","14,500,000","13,300,000","12,100,000","-21,300,000","9,600,000","9,600,000","8,800,000","9,000,000","8,200,000","7,800,000","4,700,000","6,900,000","6,000,000","5,200,000","4,200,000","4,100,000","3,300,000","2,900,000","2,600,000","2,500,000","2,100,000","1,900,000","1,600,000","2,000,000","1,500,000","1,300,000","900,000","1,200,000","1,200,000","800,000","500,000","300,000","300,000","-100,000",,"-400,000","-400,000"
			NetIncomeDiscontinuousOperations,"-400,000","0","0","-100,000","-300,000","0","0","0","100,000","-100,000","0","0","-100,000","-500,000","1,500,000","-100,000","200,000","-500,000","-200,000","-100,000","200,000","-300,000","300,000","-100,000","-100,000","-100,000","700,000","300,000","-1,600,000","-300,000","2,700,000","-900,000","3,800,000","-100,000","100,000","-900,000","100,000","-400,000","1,900,000","-500,000","3,500,000","-400,000","-5,000,000","34,700,000","1,600,000","14,400,000","2,900,000","-600,000","100,000","-3,100,000","8,900,000","-5,400,000","1,400,000","-2,800,000","9,000,000","-2,800,000","-3,100,000","15,900,000","-21,100,000","37,600,000","467,200,000","-27,400,000","-5,809,000","-3,291,000","-4,409,000","-12,845,000","-30,579,000","-11,735,000","-6,949,000","-17,822,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-19,544,000","25,078,000","-5,534,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-102,100,000","-22,600,000","-24,100,000","-26,700,000","-28,700,000","-25,500,000","-25,700,000","-22,400,000","-14,800,000","-21,700,000","-22,600,000","-21,900,000","-19,700,000","-22,900,000","-19,600,000","-20,700,000","-21,400,000","-21,400,000","-25,900,000","-19,200,000","-16,400,000","-17,600,000","-16,800,000","-16,400,000","-18,600,000","-18,700,000","-18,800,000","-17,100,000","-17,300,000","-16,500,000","-15,400,000","-14,700,000","-14,800,000","-14,800,000","-15,300,000","-14,100,000","-13,800,000","-14,600,000","-12,300,000","-12,800,000","-13,200,000","-12,600,000","-12,500,000","-11,300,000","-10,400,000","-11,700,000","-10,700,000","-10,100,000","-10,200,000","-9,800,000","-8,300,000","-8,000,000","-9,100,000","-8,600,000","-8,100,000","-5,900,000","-8,200,000","-7,600,000","-8,200,000","-7,200,000","-7,800,000","-8,800,000","-13,933,000","-21,124,000","-21,077,000","-36,123,000","-175,623,000","21,722,000","24,566,000","32,515,000","206,454,000","-29,821,000","-30,331,000","-27,935,000","-20,213,000","-22,127,000","-24,558,000","-24,981,000","-23,738,000","-21,771,000","-27,865,000","-25,708,000","-162,169,000","27,000,000","24,000,000","24,800,000","-131,068,000","18,200,000","17,100,000","18,300,000","-114,373,000","16,800,000","16,800,000","15,900,000","-87,437,000","13,300,000","13,400,000","11,400,000","-23,982,000","4,500,000","2,000,000","100,000",,"100,000","100,000","100,000","100,000",,,"-100,000","100,000","100,000","800,000","400,000","600,000","400,000","500,000","100,000","100,000","200,000","400,000","-100,000",,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"1,600,000","1,600,000","1,600,000","1,500,000","1,600,000","3,800,000","5,700,000","5,800,000","5,700,000","5,000,000","5,700,000","6,300,000","6,900,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000","6,500,000",,"6,500,000","6,500,000",,,"6,456,000","6,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"1,700,000","400,000",,,"500,000","500,000","300,000","300,000",,"300,000","200,000","400,000",,"400,000","0","300,000","100,000","300,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000",,,,"300,000","-2,100,000","500,000","1,200,000",,"71,600,000","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,"1,700,000","400,000",,,"500,000","500,000","300,000","300,000",,"300,000","200,000","400,000",,"400,000",,"300,000","300,000","300,000",,,,"2,700,000","2,700,000","2,600,000","2,600,000","2,600,000",,,,"4,200,000",,,"5,000,000",,,,"5,800,000","5,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"392,400,000","87,500,000","91,600,000","100,000,000","113,300,000","107,300,000","86,000,000","77,700,000","33,500,000","87,000,000","67,600,000","97,600,000","91,200,000","102,300,000","27,200,000","88,600,000","91,800,000","83,800,000","60,400,000","65,700,000","62,800,000","69,300,000","67,800,000","64,100,000","65,000,000","60,400,000","47,000,000","50,700,000","42,900,000","44,800,000","42,600,000","48,000,000","85,400,000","45,100,000","-26,500,000","52,500,000","165,200,000","51,300,000","65,900,000","41,400,000","40,400,000","37,300,000","43,500,000","50,500,000","15,400,000","73,300,000","772,700,000","25,300,000","40,800,000","34,200,000","32,100,000","10,300,000","-12,000,000","38,400,000","175,400,000","100,000","37,600,000","19,800,000","-52,300,000","281,100,000","468,300,000","-56,600,000","-77,738,000","-82,644,000","-42,436,000","-435,138,000","-113,836,000","-11,541,000","-62,413,000","-258,204,000","-405,798,000","53,614,000","57,506,000","107,749,000","67,898,000","79,126,000","-19,947,000","75,311,000","76,886,000","71,037,000","65,213,000","65,326,000","-143,083,000","-4,300,000","114,000,000","109,900,000","-185,742,000","5,700,000","117,200,000","109,400,000","98,808,000","85,900,000","81,300,000","64,600,000","62,318,000","61,000,000","59,600,000","37,900,000","34,049,000","27,100,000","-2,100,000","19,100,000","13,225,000","14,500,000","13,300,000","12,100,000","-21,300,000","9,600,000","9,600,000","8,800,000","9,000,000","8,200,000","7,800,000","4,700,000","6,900,000","6,000,000","5,200,000","4,200,000","4,100,000","3,300,000","2,900,000","2,600,000","2,500,000","2,100,000","1,900,000","1,600,000","2,000,000","1,500,000","1,300,000","900,000","1,200,000","1,200,000","800,000","500,000","300,000","300,000","-100,000",,"-400,000","-400,000"
BasicEPS,,"0.88","0.92","1.01","1.14","1.08","0.87","0.78","0.34","0.88","0.69","0.99","0.93","1.04","0.29","0.9","0.93","0.85","0.62","0.67","0.7","0.75","0.73","0.69","0.7","0.65","0.52","0.56","0.47","0.47","0.46","0.55","0.93","0.51","-0.31","0.6","1.85","0.49",,"0.44","0.43","0.39",,"0.54","0.17","0.79","9.41","0.27","0.44","0.37",,"0.12","-0.14","0.44",,"0","0.47","0.17",,"3.58","5.95","-0.8",,"-1.04","-0.65","-5.45",,"-0.15","-0.8","-3.25",,"0.65","0.75","1.35",,"1","-0.25","0.95",,"0.9","0.85","0.85",,"-0.052","1.373","1.323",,"0.072","1.471","1.373",,"1.306","1.236","0.982",,"1","0.977","0.621",,"0.952","-0.074","0.671",,,,,,,,,,,,,,,,,,,,,,,"0.067","0.056",,"0.053","0.046","0.032",,"0.042","0.028","0.018",,"0.011","-0.004",,,"-0.014"
DilutedEPS,,"0.87","0.91","1","1.13","1.07","0.86","0.78","0.34","0.87","0.68","0.98","0.92","1.03","0.28","0.89","0.92","0.84","0.61","0.67","0.7","0.7","0.68","0.64","0.65","0.61","0.49","0.52","0.45","0.44","0.44","0.52","0.85","0.48","-0.31","0.58","1.66","0.48",,"0.383","0.374","0.39",,"0.54","0.17","0.73","8.28","0.27","0.44","0.37",,"0.12","-0.14","0.44",,"0","0.47","0.17",,"3.13","5.085","-0.8",,"-1.04","-0.65","-5.45",,"-0.15","-0.8","-3.25",,"0.65","0.7","1.35",,"1","-0.25","0.95",,"0.9","0.85","0.85",,"-0.052","1.373","1.323",,"0.072","1.471","1.373",,"1.306","1.236","0.982",,"1","0.977","0.621",,"0.952","-0.074","0.671",,,,,,,,,,,,,,,,,,,,,,,"0.067","0.056",,"0.053","0.046","0.032",,"0.042","0.028","0.018",,"0.011","-0.004",,,"-0.014"
BasicAverageShares,,"99,200,000","99,000,000","99,000,000","99,000,000","99,000,000","98,700,000","98,700,000","98,700,000","98,200,000","97,800,000","97,800,000","98,000,000","98,400,000","98,000,000","98,000,000","97,900,000","97,800,000","97,600,000","97,800,000","90,300,000","88,800,000","88,600,000","89,100,000","89,300,000","89,500,000","90,100,000","90,600,000","89,800,000","87,100,000","86,600,000","86,500,000","86,700,000","87,300,000","86,400,000","86,200,000","86,100,000","94,000,000",,"94,700,000","94,600,000","94,500,000",,"93,300,000","93,300,000","93,100,000","92,800,000","92,800,000","92,800,000","92,700,000",,"87,600,000","87,600,000","87,500,000",,"87,400,000","79,500,000","78,900,000",,"78,500,000","78,700,000","78,700,000",,"79,631,000","79,633,000","79,547,000",,"79,419,000","79,409,400","79,304,400",,"79,447,400","79,060,400","78,372,600",,"78,091,000","77,733,000","77,628,600",,"77,123,000","77,080,800","77,128,800",,,"83,042,817","83,042,817",,,,"79,657,194",,,,"65,767,787",,,,"60,993,442",,,,"28,452,309",,,,,,,,,,,,,,,,,,,,,,,"28,452,309","28,452,309",,"28,452,309","28,452,309","28,452,309",,"28,452,309","28,452,309","28,452,309",,"28,452,309","28,452,309",,,"28,452,309"
DilutedAverageShares,,"100,200,000","100,200,000","100,200,000","100,200,000","100,200,000","100,100,000","99,900,000","99,900,000","99,600,000","99,500,000","99,400,000","99,300,000","99,700,000","100,000,000","100,000,000","99,600,000","99,400,000","99,200,000","99,000,000","98,900,000","99,000,000","99,200,000","99,400,000","99,400,000","99,400,000","100,600,000","101,500,000","101,500,000","101,100,000","100,800,000","100,500,000","100,600,000","100,900,000","100,800,000","100,400,000","99,800,000","107,100,000",,"108,100,000","108,000,000","108,700,000",,"109,200,000","109,500,000","109,000,000","108,500,000","108,300,000","108,200,000","108,000,000",,"102,200,000","101,500,000","100,900,000",,"101,000,000","93,000,000","92,300,000",,"91,800,000","92,100,000","92,100,000",,"92,944,000","92,902,200","82,950,800",,"79,662,000","79,765,400","79,781,000",,"79,870,400","80,494,400","82,974,400",,"80,214,800","77,733,000","79,691,200",,"78,006,600","78,075,200","77,803,800",,,"83,042,817","83,042,817",,,,"79,657,194",,,,"65,767,787",,,,"60,993,442",,,,"28,452,309",,,,,,,,,,,,,,,,,,,,,,,"28,452,309","28,452,309",,"28,452,309","28,452,309","28,452,309",,"28,452,309","28,452,309","28,452,309",,"28,452,309","28,452,309",,,"28,452,309"
RentExpenseSupplemental,"80,900,000","20,900,000","20,000,000","19,800,000","20,200,000","20,200,000","20,400,000","20,300,000","20,300,000","20,200,000","20,600,000","21,800,000","20,300,000","19,600,000","20,300,000","19,600,000","19,500,000","18,600,000","18,700,000","18,600,000","18,300,000","17,900,000","17,800,000","17,600,000","17,900,000","18,000,000","16,800,000","12,500,000","12,500,000","12,100,000","10,500,000","10,300,000","10,300,000","10,500,000","11,200,000","11,700,000","11,900,000","12,200,000","12,000,000","11,800,000","12,300,000","12,500,000","12,200,000","12,500,000","12,100,000","12,300,000","12,600,000","12,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
