name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,12/31/2001
			AccumulatedDepreciation,,"-494,000,000",,"-471,000,000","-452,300,000","-487,100,000","-491,000,000","-474,800,000","-460,600,000","-447,500,000","-439,500,000","-432,100,000","-421,800,000","-412,900,000","-406,100,000","-396,000,000","-375,700,000","-361,400,000","-497,500,000","-489,400,000","-469,600,000","-445,500,000","-444,700,000","-430,000,000","-739,600,000","-718,600,000","-709,500,000","-687,900,000","-661,500,000","-644,300,000","-721,500,000","-691,800,000","-663,700,000","-639,700,000","-615,200,000","-613,800,000","-592,500,000","-583,800,000","-566,900,000","-548,000,000","-538,500,000","-506,400,000","-514,200,000","-526,000,000","-500,500,000","-482,800,000","-464,700,000","-413,900,000","-408,600,000","-390,000,000","-383,100,000","-346,700,000","-307,400,000","-278,900,000","-158,900,000","-228,700,000","-194,600,000","-158,900,000","-119,800,000","-88,300,000","-59,700,000","-28,800,000","-1,324,100,000","-1,590,300,000","-1,562,000,000","-1,562,000,000","-1,562,500,000","-1,539,600,000","-1,545,900,000","-1,540,700,000","-1,492,900,000","-1,464,300,000","-1,440,400,000","-1,434,800,000",,,,,,
		GoodwillAndOtherIntangibleAssets,"584,000,000","588,400,000","593,600,000","601,000,000","611,400,000","618,600,000","536,400,000","456,200,000","460,400,000","464,900,000","459,400,000","466,900,000","472,300,000","442,000,000","446,000,000","443,700,000","437,900,000","441,100,000","450,300,000","453,600,000","456,800,000","433,400,000","437,300,000","440,500,000","486,900,000","489,700,000","493,200,000","496,700,000","499,500,000","501,400,000","514,400,000","516,800,000","519,500,000","522,900,000","525,900,000","527,300,000","530,100,000","527,700,000","532,100,000","538,000,000","541,700,000","545,100,000","548,500,000","551,900,000","554,300,000","556,100,000","583,300,000","586,600,000","589,900,000","592,800,000","615,600,000","619,300,000","621,900,000","626,300,000","675,400,000","679,700,000","683,200,000","686,500,000","707,000,000","662,600,000","666,100,000","669,900,000","227,600,000","227,200,000","199,800,000","202,300,000","203,300,000","205,400,000","209,300,000","212,000,000","255,900,000","257,000,000","317,800,000","323,100,000","318,300,000","321,100,000","316,200,000","315,500,000","323,100,000","911,800,000"
			Goodwill,"167,100,000","167,000,000","166,600,000","166,800,000","166,500,000","160,700,000","108,200,000","53,400,000","53,200,000","53,000,000","42,600,000","40,800,000","40,600,000","19,200,000","19,400,000","16,900,000","11,300,000","11,300,000","10,700,000","10,200,000","10,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"143,100,000","143,500,000","134,300,000","134,200,000","134,300,000","134,300,000","135,300,000","136,000,000","181,800,000","181,000,000","241,100,000","244,100,000","237,300,000","237,200,000","230,300,000","227,600,000","234,900,000","822,800,000"
			OtherIntangibleAssets,"416,900,000","421,400,000","427,000,000","434,200,000","444,900,000","457,900,000","428,200,000","402,800,000","407,200,000","411,900,000","416,800,000","426,100,000","431,700,000","422,800,000","426,600,000","426,800,000","426,600,000","429,800,000","439,600,000","443,400,000","446,700,000","433,400,000","437,300,000","440,500,000","486,900,000","489,700,000","493,200,000","496,700,000","499,500,000","501,400,000","514,400,000","516,800,000","519,500,000","522,900,000","525,900,000","527,300,000","530,100,000","527,700,000","532,100,000","538,000,000","541,700,000","545,100,000","548,500,000","551,900,000","554,300,000","556,100,000","583,300,000","586,600,000","589,900,000","592,800,000","615,600,000","619,300,000","621,900,000","626,300,000","675,400,000","679,700,000","683,200,000","686,500,000","707,000,000","662,600,000","666,100,000","669,900,000","84,500,000","83,700,000","65,500,000","68,100,000","69,000,000","71,100,000","74,000,000","76,000,000","74,100,000","76,000,000","76,700,000","79,000,000","81,000,000","83,900,000","85,900,000","87,900,000","88,200,000","89,000,000"
		InvestmentsAndAdvances,"57,500,000","59,700,000","54,000,000","50,000,000","46,200,000","50,800,000","44,900,000","48,500,000","59,800,000","58,500,000","65,700,000","41,600,000","38,700,000","40,800,000","77,500,000","111,800,000","107,600,000","107,300,000","105,400,000","109,200,000","105,300,000","106,200,000","119,300,000","122,100,000","131,100,000","130,800,000","130,900,000","130,900,000","127,300,000","129,000,000","132,200,000","132,600,000","128,600,000","132,000,000","133,400,000","133,400,000","134,000,000","133,500,000","136,700,000","135,900,000","137,000,000","141,000,000","195,400,000","194,700,000","193,700,000","188,600,000","195,700,000","196,000,000","194,700,000","194,600,000","196,300,000","199,400,000","201,500,000","208,200,000",,,,,,,,,,,,,,,,,,,,,"49,700,000","48,600,000","46,400,000","43,900,000","42,800,000","39,600,000"
			LongTermEquityInvestment,"57,500,000","50,000,000","54,000,000","50,000,000","46,200,000","41,200,000","44,900,000","48,500,000","59,800,000","58,500,000","65,700,000","41,600,000","38,700,000","40,800,000","77,500,000","111,800,000","107,600,000","107,300,000","105,400,000","109,200,000","105,300,000","106,200,000","119,300,000","119,600,000","131,100,000","130,800,000","130,900,000","130,900,000","127,300,000","129,000,000","132,200,000","132,600,000","128,600,000","132,000,000","133,400,000","133,400,000","134,000,000","133,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,"57,500,000","50,000,000","54,000,000","50,000,000","46,200,000","41,200,000","44,900,000","48,500,000","59,800,000","58,500,000","65,700,000","41,600,000","38,700,000","40,800,000","77,500,000","111,800,000","107,600,000","107,300,000","105,400,000","109,200,000","105,300,000","106,200,000","119,300,000","119,600,000","131,100,000","130,800,000","130,900,000","130,900,000","127,300,000","129,000,000","132,200,000","132,600,000","128,600,000","132,000,000","133,400,000","133,400,000","134,000,000","133,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,"9,700,000",,,,"9,600,000",,,,,,,,,,,,,,,,,,"2,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,,,,,"0",,,"0","1,300,000","1,500,000","2,400,000",,"9,600,000",,,,"8,700,000",,,,"7,600,000",,,,,,,,,,,,"8,900,000","9,500,000",,,"23,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,"600,000",,,,"600,000","600,000","2,500,000","2,500,000","2,500,000","800,000","800,000","800,000","800,000","4,100,000","4,100,000","4,100,000","4,100,000",,"7,400,000","6,500,000","5,700,000","4,900,000","4,100,000","3,300,000","2,400,000","1,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,100,000","104,100,000","174,100,000",,"174,100,000","192,100,000"
		NonCurrentDeferredAssets,,,,,,"0","0","0","0","10,400,000","10,600,000","16,600,000","19,000,000","14,800,000","14,400,000","16,600,000","18,500,000","19,600,000","11,600,000","12,200,000","13,900,000","15,400,000","9,000,000","10,000,000","18,500,000","25,700,000","23,800,000","24,800,000","26,900,000","33,300,000","23,300,000","24,500,000","25,500,000","30,100,000","38,200,000","34,500,000","35,700,000","35,100,000","43,300,000","43,300,000","43,300,000","46,400,000","45,200,000","45,000,000","28,800,000",,"0","600,000","16,100,000","58,200,000","63,000,000","199,600,000","214,400,000","219,600,000","357,900,000","384,200,000","410,400,000","424,500,000","112,400,000","201,400,000","201,400,000","201,400,000","967,400,000","967,400,000","967,400,000","967,400,000","947,800,000","943,800,000","942,600,000","941,600,000","988,000,000","989,200,000","988,800,000","988,300,000","901,300,000","895,300,000","869,700,000","869,700,000",,
			NonCurrentDeferredTaxesAssets,,,,,,"0","0","0","0","10,400,000","10,600,000","16,600,000","19,000,000","14,800,000","14,400,000","16,600,000","18,500,000","19,600,000","11,600,000","12,200,000","13,900,000","15,400,000","9,000,000","10,000,000","18,500,000","21,000,000","23,800,000","24,800,000","26,900,000","26,600,000","23,300,000","24,500,000","25,500,000","30,100,000","38,200,000","34,500,000","35,700,000","35,100,000","43,300,000","43,300,000","43,300,000","46,400,000","45,200,000","45,000,000","28,800,000",,"0","600,000","16,100,000","58,200,000","63,000,000","199,600,000","214,400,000","219,600,000","357,900,000","384,200,000","410,400,000","424,500,000","112,400,000","201,400,000","201,400,000","201,400,000","967,400,000","967,400,000","967,400,000","967,400,000","947,800,000","943,800,000","942,600,000","941,600,000","988,000,000","989,200,000","988,800,000","988,300,000","901,300,000","895,300,000","869,700,000","869,700,000",,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,200,000","76,100,000","67,100,000","58,000,000","169,500,000","156,700,000","143,800,000","130,700,000","157,000,000","142,700,000","128,500,000","114,300,000","38,400,000","22,800,000","7,800,000","300,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,"110,300,000","109,000,000","122,100,000","121,200,000","120,400,000","119,500,000","116,400,000","115,700,000","113,000,000","94,800,000","72,900,000","66,200,000","59,500,000","52,800,000","122,700,000","111,200,000","99,800,000","88,300,000","91,200,000","79,600,000","68,100,000","56,600,000","8,300,000","8,200,000","8,400,000","8,300,000","21,900,000","10,800,000","6,900,000","7,400,000","200,000,000","189,000,000","178,000,000","167,000,000","71,300,000","60,700,000","50,100,000","39,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"59,600,000","48,200,000","59,500,000","59,600,000","58,100,000","48,100,000","56,600,000","52,200,000","53,400,000","56,600,000","58,100,000","57,700,000","64,000,000","58,900,000","72,600,000","69,500,000","68,600,000","55,600,000","64,400,000","64,300,000","64,500,000","57,300,000","60,500,000","60,800,000","61,000,000","57,900,000","68,100,000","66,400,000","68,100,000","61,200,000","73,900,000","71,200,000","73,200,000","64,500,000","72,000,000","85,600,000","80,900,000","69,600,000","100,100,000","98,200,000","97,800,000","92,000,000","114,900,000","119,600,000","122,600,000","171,400,000","82,900,000","82,100,000","82,100,000","81,900,000","84,300,000","82,600,000","81,800,000","81,700,000","1,082,700,000","1,068,200,000","1,044,900,000","1,025,100,000","948,200,000","922,600,000","937,000,000","961,800,000","794,000,000","757,200,000","749,000,000","729,700,000","764,900,000","771,000,000","764,400,000","764,800,000","749,600,000","731,700,000","722,400,000","710,300,000","555,300,000","551,800,000","545,500,000","716,100,000","533,700,000","492,900,000"
TotalLiabilitiesNetMinorityInterest,"1,170,500,000","1,190,300,000","1,182,700,000","1,218,400,000","1,241,700,000","1,267,600,000","1,191,100,000","1,141,400,000","1,219,900,000","1,128,400,000","1,142,400,000","1,646,900,000","1,662,300,000","1,612,300,000","1,671,600,000","1,420,600,000","1,421,300,000","1,454,200,000","1,463,500,000","1,487,000,000","1,486,600,000","1,491,600,000","1,473,600,000","1,494,600,000","1,855,600,000","1,923,100,000","1,911,200,000","1,910,600,000","1,876,600,000","1,957,100,000","2,229,200,000","2,319,800,000","2,281,300,000","2,243,400,000","2,235,300,000","2,182,900,000","2,134,900,000","2,135,200,000","2,112,500,000","2,107,900,000","2,605,100,000","1,864,500,000","1,905,800,000","1,898,900,000","1,832,300,000","1,831,600,000","1,405,200,000","1,374,200,000","1,357,300,000","1,394,700,000","1,415,300,000","1,563,300,000","1,550,100,000","1,607,500,000","2,149,900,000","2,171,600,000","2,163,600,000","2,205,800,000","1,757,300,000","1,866,200,000","1,994,700,000","1,998,500,000","5,917,700,000","5,928,600,000","5,885,500,000","5,918,000,000","5,975,000,000","5,950,900,000","5,943,000,000","6,025,400,000","6,036,100,000","5,997,900,000","5,986,000,000","5,983,100,000","5,893,100,000","5,875,200,000","5,837,100,000","5,842,000,000","3,363,700,000","3,265,200,000"
	CurrentLiabilities,"192,800,000","209,600,000","194,300,000","177,600,000","156,200,000","172,300,000","132,300,000","156,900,000","169,800,000","155,200,000","142,200,000","581,500,000","589,900,000","549,500,000","533,100,000","259,900,000","245,100,000","269,900,000","205,900,000","215,900,000","221,100,000","224,100,000","230,500,000","222,400,000","405,800,000","436,300,000","421,600,000","410,900,000","370,800,000","388,100,000","441,200,000","509,800,000","456,000,000","410,900,000","425,200,000","399,800,000","354,900,000","384,700,000","404,700,000","407,300,000","890,600,000","386,100,000","394,000,000","395,900,000","368,800,000","382,900,000","414,100,000","403,100,000","367,000,000","357,300,000","390,800,000","370,400,000","371,800,000","385,400,000","473,500,000","464,100,000","445,800,000","497,300,000","483,700,000","557,600,000","604,800,000","516,600,000","435,600,000","452,200,000","410,800,000","433,300,000","480,300,000","458,700,000","429,200,000","496,400,000","479,100,000","442,400,000","430,800,000","425,500,000","419,600,000","408,400,000","390,200,000","404,300,000","425,000,000","364,400,000"
		PayablesAndAccruedExpenses,"135,100,000","136,600,000","126,100,000","116,100,000","101,800,000","113,400,000","80,500,000","85,000,000","107,200,000","116,700,000","113,600,000","145,100,000","128,000,000","117,100,000","104,300,000","78,900,000","72,800,000","79,300,000","134,000,000","132,000,000","139,800,000","152,700,000","173,100,000","176,800,000","352,700,000","298,900,000","372,100,000","364,500,000","327,500,000","289,700,000","404,000,000","417,900,000","382,300,000","296,400,000","326,500,000","387,400,000","348,800,000","268,800,000","357,900,000","363,800,000","858,900,000","221,300,000","282,600,000","285,900,000","357,500,000","345,200,000","373,300,000","357,500,000","321,400,000","314,100,000","343,800,000","326,200,000","319,800,000","288,000,000","390,900,000","380,300,000","378,000,000","241,700,000","451,900,000","433,700,000","420,000,000","443,300,000","415,900,000","401,500,000","362,300,000","392,500,000","406,800,000","381,900,000","367,700,000","447,400,000","405,500,000","378,400,000","359,000,000","354,200,000","348,900,000","351,500,000","354,300,000","359,300,000","354,900,000","298,600,000"
			Payables,"110,100,000","107,700,000","104,900,000","93,100,000","89,200,000","96,700,000","69,300,000","73,900,000","94,800,000","106,700,000","104,300,000","134,800,000","105,600,000","105,500,000","96,400,000","72,800,000","66,400,000","68,100,000","104,500,000","106,100,000","115,300,000","122,500,000","138,200,000","140,200,000","352,700,000","249,400,000","372,100,000","364,500,000","327,500,000","240,200,000","404,000,000","417,900,000","382,300,000","253,300,000","267,900,000","387,400,000","348,800,000","220,800,000","357,900,000","363,800,000","858,900,000","217,500,000","232,900,000","227,500,000","357,500,000","345,200,000","373,300,000","357,500,000","321,400,000","314,100,000","343,800,000","326,200,000","319,800,000","180,900,000","390,900,000","380,300,000","215,600,000","241,700,000","451,900,000","433,700,000","420,000,000","231,500,000","415,900,000","401,500,000","362,300,000","392,500,000","406,800,000","381,900,000","367,700,000","447,400,000","405,500,000","378,400,000","359,000,000","221,900,000","348,900,000","351,500,000","354,300,000","359,300,000","354,900,000","298,600,000"
				AccountsPayable,"96,100,000","105,800,000","94,300,000","87,900,000","80,700,000","81,300,000","69,000,000","60,800,000","62,400,000","79,400,000","74,000,000","71,700,000","76,000,000","82,200,000","72,100,000","71,600,000","64,800,000","67,600,000","100,900,000","101,600,000","102,200,000","108,600,000","115,100,000","118,600,000","348,300,000","234,100,000","367,300,000","361,600,000","325,500,000","224,800,000","399,500,000","414,500,000","379,400,000","250,600,000","261,000,000","383,400,000","346,200,000","216,700,000","345,000,000","347,900,000","342,700,000","213,500,000","232,900,000","227,500,000","354,800,000","340,300,000","362,800,000","353,000,000","319,400,000","311,000,000","335,800,000","324,200,000","318,100,000","179,300,000","390,900,000","380,300,000","215,600,000","241,700,000","451,900,000","433,700,000","420,000,000","231,500,000","415,900,000","401,500,000","362,300,000","392,500,000","406,800,000","381,900,000","367,700,000","447,400,000","405,500,000","378,400,000","359,000,000","221,900,000","291,600,000","312,500,000","330,100,000","333,300,000","313,700,000","257,800,000"
				TotalTaxPayable,"14,000,000","1,900,000","5,300,000","5,200,000","8,500,000","4,000,000","300,000","1,000,000","300,000","200,000","400,000","6,400,000","7,200,000","900,000","1,900,000","1,200,000","1,600,000","500,000","3,600,000","4,500,000","1,200,000","2,000,000","11,100,000","9,600,000","4,400,000","3,200,000","4,800,000","2,900,000","2,000,000","2,500,000","4,500,000","3,400,000","2,900,000","2,700,000","6,900,000","4,000,000","2,600,000","4,100,000","8,100,000","11,000,000","8,500,000","4,000,000","0","0","2,700,000","4,900,000","10,500,000","4,500,000","2,000,000","3,100,000","8,000,000","2,000,000","1,700,000","1,600,000",,,,,,,,,,,,,,,,,,,,,"57,300,000","39,000,000","24,200,000","26,000,000","41,200,000","40,800,000"
					IncomeTaxPayable,"14,000,000","1,900,000","5,300,000","5,200,000","8,500,000","4,000,000","300,000","1,000,000","300,000","200,000","400,000","6,400,000","7,200,000","900,000","1,900,000","1,200,000","1,600,000","500,000","3,600,000","4,500,000","1,200,000","2,000,000","11,100,000","9,600,000","4,400,000","3,200,000","4,800,000","2,900,000","2,000,000","2,500,000","4,500,000","3,400,000","2,900,000","2,700,000","6,900,000","4,000,000","2,600,000","4,100,000","8,100,000","11,000,000","8,500,000","4,000,000","0","0","2,700,000","4,900,000","10,500,000","4,500,000","2,000,000","3,100,000","8,000,000","2,000,000","1,700,000","1,600,000",,,,,,,,,,,,,,,,,,,,,"57,300,000","39,000,000","24,200,000","26,000,000","41,200,000","40,800,000"
				DividendsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,800,000","4,900,000","507,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,"5,300,000","17,400,000","12,600,000","11,400,000","11,200,000","12,100,000","32,100,000","27,100,000","29,900,000","56,700,000","22,400,000","22,400,000","22,400,000","6,100,000","6,400,000","11,200,000","29,500,000","25,900,000","11,900,000","11,900,000","12,000,000","12,000,000",,"12,100,000",,,,"12,900,000",,,,"43,100,000","58,600,000",,,"48,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"25,000,000","28,900,000","21,200,000","23,000,000","12,600,000","16,700,000","11,200,000","11,100,000","12,400,000","10,000,000","9,300,000","10,300,000","22,400,000","11,600,000","7,900,000","6,100,000","6,400,000","11,200,000","29,500,000","25,900,000","24,500,000","30,200,000","34,900,000","36,600,000",,"49,500,000",,,,"49,500,000",,,,"43,100,000","58,600,000",,,"48,000,000",,,,"3,800,000","49,700,000","58,400,000",,,,,,,,,,"107,100,000",,,"162,400,000",,,,,"211,800,000",,,,,,,,,,,,"132,300,000",,,,,,
		CurrentProvisions,,,,,,,,,,,,"9,700,000","9,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"24,300,000","40,200,000","36,000,000","29,100,000","22,200,000","27,100,000","20,600,000","17,600,000","14,900,000","27,000,000","23,500,000","21,500,000","17,700,000","29,500,000","26,500,000","26,100,000","21,400,000","29,600,000","39,400,000","36,400,000","33,800,000","46,400,000","39,300,000","35,000,000",,"84,700,000",,,,"58,300,000",,,,"89,900,000","79,900,000",,,"81,600,000",,,,"93,400,000","96,100,000","99,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"33,400,000","32,800,000","32,200,000","32,400,000","32,200,000","31,800,000","31,200,000","54,300,000","47,700,000","11,500,000","5,100,000","67,600,000","67,700,000","55,000,000","47,500,000","40,000,000","32,500,000","32,500,000","32,500,000","47,500,000","47,500,000","25,000,000","17,500,000","10,000,000","52,500,000","52,100,000","49,000,000","45,900,000","42,800,000","39,600,000","36,500,000","91,200,000","73,000,000","23,900,000","17,500,000","11,100,000","4,800,000","33,000,000","36,200,000","41,100,000","29,300,000","20,100,000","12,900,000","8,100,000","8,900,000","35,300,000","37,700,000","42,200,000","42,500,000","40,100,000","42,400,000","39,600,000","47,400,000","42,200,000","45,100,000","38,800,000","31,600,000","28,600,000","24,900,000","118,700,000","122,200,000","14,700,000","1,300,000","25,300,000","21,200,000","20,000,000","28,100,000","37,000,000","25,900,000","19,300,000","36,000,000","34,400,000","26,400,000","22,100,000","13,400,000","17,900,000","11,700,000","19,000,000","28,900,000","25,000,000"
			CurrentDebt,"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","48,800,000","42,500,000","6,300,000",,"62,500,000","62,500,000","55,000,000","47,500,000","40,000,000","32,500,000","32,500,000","32,500,000","47,500,000","47,500,000","25,000,000","17,500,000","10,000,000","52,500,000","52,100,000","49,000,000","45,900,000","42,800,000","39,600,000","36,500,000","91,200,000","73,000,000","23,900,000","17,500,000","11,100,000","4,800,000","33,000,000","36,200,000","41,100,000","29,300,000","20,100,000","12,900,000","8,100,000","8,900,000","35,300,000","37,700,000","42,200,000","42,500,000","40,100,000","42,400,000","39,600,000","47,400,000","42,200,000","45,100,000","38,800,000","31,600,000","28,600,000","24,900,000","118,700,000","122,200,000","14,700,000","1,300,000","25,300,000","21,200,000","20,000,000","28,100,000","37,000,000","25,900,000","19,300,000","36,000,000","34,400,000","26,400,000","22,100,000","13,400,000","17,900,000","11,700,000","19,000,000","28,900,000","25,000,000"
				OtherCurrentBorrowings,"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","48,800,000","42,500,000","6,300,000",,"62,500,000","62,500,000","55,000,000","47,500,000","40,000,000","32,500,000","32,500,000","32,500,000","47,500,000","47,500,000","25,000,000","17,500,000","10,000,000","52,500,000","52,100,000","49,000,000","45,900,000","42,800,000","39,600,000","36,500,000","91,200,000","73,000,000","23,900,000","17,500,000","11,100,000","4,800,000","33,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"8,400,000","7,800,000","7,200,000","7,400,000","7,200,000","6,800,000","6,200,000","5,500,000","5,200,000","5,200,000","5,100,000","5,100,000","5,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,,,,,"0","0","203,300,000","237,600,000","237,600,000","237,600,000",,,"0",,,,"0","600,000","600,000","600,000","600,000","500,000","500,000","500,000","500,000","700,000","700,000","700,000","700,000","1,300,000","1,300,000","1,300,000","1,300,000","2,400,000","2,400,000","2,400,000","2,400,000","2,400,000","2,400,000","2,400,000","2,400,000","3,100,000","3,400,000","3,100,000","3,100,000","4,600,000","4,600,000","4,600,000","4,600,000","29,500,000","29,500,000","29,500,000","29,500,000","2,400,000","2,400,000","2,400,000","2,400,000","800,000","800,000","800,000","800,000","1,100,000","1,100,000","1,100,000","1,100,000","3,300,000","3,300,000","3,300,000","3,300,000",,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,"0",,,,"0","600,000","600,000","600,000","600,000","500,000","500,000","500,000","500,000","700,000","700,000","700,000","700,000","1,300,000","1,300,000","1,300,000","1,300,000","2,400,000","2,400,000","2,400,000","2,400,000","2,400,000","2,400,000","2,400,000","2,400,000","3,100,000","3,400,000","3,100,000","3,100,000","4,600,000","4,600,000","4,600,000","4,600,000","29,500,000","29,500,000","29,500,000","29,500,000","2,400,000","2,400,000","2,400,000","2,400,000","800,000","800,000","800,000","800,000","1,100,000","1,100,000","1,100,000","1,100,000","3,300,000","3,300,000","3,300,000","3,300,000",,,,,,
			CurrentDeferredRevenue,,,,,,,,,,"0","0","203,300,000","237,600,000","237,600,000","237,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,,"5,600,000",,,,,,,,"134,300,000","129,300,000","110,300,000","117,200,000","114,900,000","118,400,000","128,500,000",,,"11,900,000","11,900,000","12,000,000","12,000,000",,"12,100,000",,,,"12,900,000",,,,,,,,,"8,200,000",,,"48,900,000",,,,,,,,,,,,"50,600,000","8,000,000","15,500,000","6,700,000","197,500,000","4,500,000","2,800,000","60,200,000","56,200,000","17,600,000","24,600,000","26,500,000","20,000,000","44,300,000","38,700,000","34,500,000","28,600,000","34,300,000","26,300,000","42,100,000","45,900,000","57,300,000","39,000,000","24,200,000","26,000,000","41,200,000","40,800,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"977,700,000","980,700,000","988,400,000","1,040,800,000","1,085,500,000","1,095,300,000","1,058,800,000","984,500,000","1,050,100,000","973,200,000","1,000,200,000","1,065,400,000","1,072,400,000","1,062,800,000","1,138,500,000","1,160,700,000","1,176,200,000","1,184,300,000","1,257,600,000","1,271,100,000","1,265,500,000","1,267,500,000","1,243,100,000","1,272,200,000","1,449,800,000","1,486,800,000","1,489,600,000","1,499,700,000","1,505,800,000","1,569,000,000","1,788,000,000","1,810,000,000","1,825,300,000","1,832,500,000","1,810,100,000","1,783,100,000","1,780,000,000","1,750,500,000","1,707,800,000","1,700,600,000","1,714,500,000","1,478,400,000","1,511,800,000","1,503,000,000","1,463,500,000","1,448,700,000","991,100,000","971,100,000","990,300,000","1,037,400,000","1,024,500,000","1,192,900,000","1,178,300,000","1,222,100,000","1,676,400,000","1,707,500,000","1,717,800,000","1,708,500,000","1,273,600,000","1,308,600,000","1,389,900,000","1,481,900,000","5,482,100,000","5,476,400,000","5,474,700,000","5,484,700,000","5,494,700,000","5,492,200,000","5,513,800,000","5,529,000,000","5,557,000,000","5,555,500,000","5,555,200,000","5,557,600,000","5,473,500,000","5,466,800,000","5,446,900,000","5,437,700,000","2,938,700,000","2,900,800,000"
		LongTermProvisions,"4,000,000","4,800,000","4,500,000","4,600,000","4,900,000","5,000,000",,,"1,500,000","1,500,000","1,600,000","1,600,000","2,800,000","11,700,000",,,,"13,500,000",,,,"4,700,000","4,800,000","3,500,000","5,000,000","6,000,000",,,,"4,400,000","7,200,000",,,"8,300,000","7,700,000",,,"10,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
